Unix,Time,Cyclical_Time,DayW,Mo,DayM,Avg_S1,Avg_S2,Avg_S3,Avg_S4,Avg_S5,Avg_S6,RH_Avg,OT
1433747700,7,-0.321439465,1,5,8,21.625,23.6979,21.4688,22.4375,23.0104,23.2292,43.83318333,18.611
1433748600,7,-0.382683432,1,5,8,21.625,23.6146,21.4688,22.4375,22.9792,23.2291,43.96488333,18.611
1433749500,7,-0.44228869,1,5,8,21.625,23.6146,21.4688,22.4375,23.0416,23.1562,44.0146,18.611
1433750400,8,-0.5,1,5,8,21.625,23.5729,21.4688,22.4375,22.9375,23.1042,44.02301667,18.611
1433751300,8,-0.555570233,1,5,8,21.625,23.5208,21.4688,22.4375,22.9271,23.0625,44.29806667,18.611
1433752200,8,-0.608761429,1,5,8,21.625,23.4792,21.4688,22.4375,22.8541,23.0313,44.42671667,18.611
1433753100,8,-0.659345815,1,5,8,21.625,23.4479,21.4688,22.4375,22.7917,23.0313,44.3956,18.611
1433754000,9,-0.707106781,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,18.611
1433754900,9,-0.751839807,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,18.611
1433755800,9,-0.79335334,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,18.611
1433756700,9,-0.831469612,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,18.611
1433757600,10,-0.866025404,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,21.5
1433758500,10,-0.896872742,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,21.777
1433759400,10,-0.923879533,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,22.5
1433760300,10,-0.946930129,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,23.277
1433761200,11,-0.965925826,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,24.111
1433762100,11,-0.98078528,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,24.5
1433763000,11,-0.991444861,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,25
1433763900,11,-0.997858923,1,5,8,21.625,23.3906,21.4688,22.4375,22.7969,23.0782,44.60341667,25.277
1433764800,12,-1,1,5,8,21.625,23.9532,21.4688,22.4375,23.75,23.7344,41.45878333,25.222
1433765700,12,-0.997858923,1,5,8,21.625,23.9479,21.4688,22.4375,23.3021,23.6354,42.78368333,25.5
1433766600,12,-0.991444861,1,5,8,21.625,23.8958,21.4688,22.4375,23.2292,23.6458,43.45201667,26
1433767500,12,-0.98078528,1,5,8,21.625,23.9792,21.4688,22.4375,23.3229,23.5625,44.09178333,26.222
1433768400,13,-0.965925826,1,5,8,21.625,24.0729,21.4688,22.4375,23.5729,23.625,44.44105,26.277
1433769300,13,-0.946930129,1,5,8,21.625,24.1146,21.4688,22.4375,23.5104,23.6563,44.50378333,26.777
1433770200,13,-0.923879533,1,5,8,21.625,24.0625,21.4688,22.4375,23.2187,23.8229,45.22533333,27.722
1433771100,13,-0.896872742,1,5,8,21.625,24.2083,21.4688,22.4375,23.2708,23.8854,45.38983333,28.611
1433772000,14,-0.866025404,1,5,8,21.625,24.2812,21.4688,22.4375,23.4167,23.875,45.66008333,28.722
1433772900,14,-0.831469612,1,5,8,21.625,24.3854,21.4688,22.4375,23.6667,23.9792,46.18268333,28.777
1433773800,14,-0.79335334,1,5,8,21.625,24.5104,21.4688,22.4375,24.1146,24.1875,45.68378333,29
1433774700,14,-0.751839807,1,5,8,21.625,24.6979,21.4688,22.4375,24.375,24.4167,46.1882,29.111
1433775600,15,-0.707106781,1,5,8,21.625,24.8125,21.4688,22.4375,24.6771,24.5937,46.05495,29.611
1433776500,15,-0.659345815,1,5,8,21.625,24.9584,21.4688,22.4375,24.8437,24.7396,45.60398333,29.888
1433777400,15,-0.608761429,1,5,8,21.625,25.1875,21.4688,22.4375,25.1354,25.0521,45.4793,30
1433778300,15,-0.555570233,1,5,8,21.625,25.2604,21.4688,22.4375,25.1771,25.1563,44.97873333,30
1433779200,16,-0.5,1,5,8,21.625,25.3646,21.4688,22.4375,25.2709,25.125,45.26296667,30.111
1433780100,16,-0.44228869,1,5,8,21.625,25.4479,21.4688,22.4375,25.4167,25.3646,45.16251667,30
1433781000,16,-0.382683432,1,5,8,21.625,25.6458,21.4688,22.4375,25.6041,25.5521,44.82326667,29.777
1433781900,16,-0.321439465,1,5,8,21.625,25.7604,21.4688,22.4375,25.75,25.5937,45.09633333,29.888
1433782800,17,-0.258819045,1,5,8,21.625,25.8021,21.4688,22.4375,25.8021,25.6562,44.72943333,29.722
1433783700,17,-0.195090322,1,5,8,21.625,26.0417,21.4688,22.4375,25.9688,25.8646,44.30091667,29.388
1433784600,17,-0.130526192,1,5,8,21.625,26.1875,21.4688,22.4375,26.1354,25.9896,44.71663333,29.611
1433785500,17,-0.065403129,1,5,8,21.625,26.3229,21.4688,22.4375,26.2708,26.1146,44.50641667,29.611
1433786400,18,-1.84E-16,1,5,8,21.625,26.5208,21.4688,22.4375,26.3958,26.3125,44.73465,29.277
1433787300,18,0.065403129,1,5,8,21.625,26.7917,21.4688,22.4375,26.6146,26.5625,44.81308333,28.888
1433788200,18,0.130526192,1,5,8,21.625,26.8854,21.4688,22.4375,26.8125,26.6562,44.72346667,28.5
1433789100,18,0.195090322,1,5,8,21.625,27.125,21.4688,22.4375,26.9271,26.8542,44.74846667,28.222
1433790000,19,0.258819045,1,5,8,21.625,27.3229,21.4688,22.4375,27.0833,27.0313,44.7858,27.888
1433790900,19,0.321439465,1,5,8,21.625,27.5625,21.4688,22.4375,27.3125,27.2396,44.8511,27.722
1433791800,19,0.382683432,1,5,8,21.625,27.7708,21.4688,22.4375,27.4792,27.4271,45.28105,27.5
1433792700,19,0.44228869,1,5,8,21.625,27.9167,21.4688,22.4375,27.6458,27.5938,45.41561667,27.388
1433793600,20,0.5,1,5,8,21.625,28.1042,21.4688,22.4375,27.8333,27.7813,45.26653333,27.277
1433794500,20,0.555570233,1,5,8,21.625,28.2396,21.4688,22.4375,27.9896,27.9792,45.48306667,27.222
1433795400,20,0.608761429,1,5,8,21.625,28.3021,21.4688,22.4375,28.1042,27.9896,45.57316667,25.777
1433796300,20,0.659345815,1,5,8,21.625,28.5104,21.4688,22.4375,28.1979,28.1354,46.00431667,24.111
1433797200,21,0.707106781,1,5,8,21.625,28.5313,21.4688,22.4375,28.3334,28.3229,46.1157,23.388
1433798100,21,0.751839807,1,5,8,21.625,28.6875,21.4688,22.4375,28.3646,28.3437,45.78041667,23.111
1433799000,21,0.79335334,1,5,8,21.625,28.8542,21.4688,22.4375,28.3854,28.5417,45.58298333,23.111
1433799900,21,0.831469612,1,5,8,21.625,28.875,21.4688,22.4375,28.4895,28.6146,45.7544,22.5
1433800800,22,0.866025404,1,5,8,21.625,28.9271,21.4688,22.4375,28.3958,28.6042,45.78853333,21.888
1433801700,22,0.896872742,1,5,8,21.625,28.8541,21.4688,22.4375,28.3333,28.5417,45.74551667,21.888
1433802600,22,0.923879533,1,5,8,21.625,28.5937,21.4688,22.4375,28.3438,28.4167,45.81778333,21.888
1433803500,22,0.946930129,1,5,8,21.625,28.4583,21.4688,22.4375,28.1771,28.2396,45.93298333,21.722
1433804400,23,0.965925826,1,5,8,21.625,28.4792,21.4688,22.4375,28.0729,28.1146,45.56506667,21.5
1433805300,23,0.98078528,1,5,8,21.625,28.25,21.4688,22.4375,27.9896,28.0625,45.5638,21.222
1433806200,23,0.991444861,1,5,8,21.625,28.2917,21.4688,22.4375,27.9167,27.9792,45.31486667,20.777
1433807100,23,0.997858923,1,5,8,21.625,28.1354,21.4688,22.4375,27.8438,27.8333,45.17525,20.777
1433808000,0,1,1,5,8,21.625,28.1667,21.4688,22.4375,27.7812,27.7813,44.72758333,20.777
1433808900,0,0.997858923,1,5,8,21.625,28.0625,21.4688,22.4375,27.6458,27.6459,44.28585,20.777
1433809800,0,0.991444861,1,5,8,21.625,27.9375,21.4688,22.4375,27.5,27.625,43.88611667,20.777
1433810700,0,0.98078528,1,5,8,21.625,27.8334,21.4688,22.4375,27.4271,27.4896,43.53053333,20.777
1433811600,1,0.965925826,1,5,8,21.625,27.8021,21.4688,22.4375,27.3542,27.4166,43.43336667,20.777
1433812500,1,0.946930129,1,5,8,21.625,27.5313,21.4688,22.4375,27.0834,27.1771,44.90615,20.777
1433813400,1,0.923879533,1,5,8,21.625,27.3958,21.4688,22.4375,26.7708,26.9896,45.98636667,20.777
1433814300,1,0.896872742,1,5,8,21.625,27.1771,21.4688,22.4375,26.6145,26.8229,47.32991667,20.777
1433815200,2,0.866025404,1,5,8,21.625,27,21.4688,22.4375,26.5104,26.6667,48.53926667,20.777
1433816100,2,0.831469612,1,5,8,21.625,26.8958,21.4688,22.4375,26.3437,26.5,49.48781667,20.777
1433817000,2,0.79335334,1,5,8,21.625,26.8229,21.4688,22.4375,26.2708,26.3958,50.07891667,20.777
1433817900,2,0.751839807,1,5,8,21.625,26.7083,21.4688,22.4375,26.0833,26.2604,50.48498333,20.777
1433818800,3,0.707106781,1,5,8,21.625,26.6042,21.4688,22.4375,25.9896,26.1979,50.78876667,20.777
1433819700,3,0.659345815,1,5,8,21.625,26.4167,21.4688,22.4375,25.8333,26.0312,51.08131667,20.777
1433820600,3,0.608761429,1,5,8,21.625,26.3229,21.4688,22.4375,25.75,25.8854,51.04658333,20.777
1433821500,3,0.555570233,1,5,8,21.625,26.1979,21.4688,22.4375,25.625,25.7917,51.10458333,20.777
1433822400,4,0.5,2,5,9,21.625,26.1458,21.4688,22.4375,25.6146,25.7083,51.18283333,20.777
1433823300,4,0.44228869,2,5,9,21.625,26.0208,21.4688,22.4375,25.4479,25.6145,51.51751667,20.777
1433824200,4,0.382683432,2,5,9,21.625,25.9375,21.4688,22.4375,25.3854,25.5937,51.62731667,20.777
1433825100,4,0.321439465,2,5,9,21.625,25.9375,21.4688,22.4375,25.375,25.5104,51.69668333,20.777
1433826000,5,0.258819045,2,5,9,21.625,25.8333,21.4688,22.4375,25.2812,25.4479,51.82896667,20.777
1433826900,5,0.195090322,2,5,9,21.625,25.7396,21.4688,22.4375,25.1458,25.3333,52.10991667,20.777
1433827800,5,0.130526192,2,5,9,21.625,25.7187,21.4688,22.4375,25.125,25.3021,52.28553333,20.777
1433828700,5,0.065403129,2,5,9,21.625,25.6458,21.4688,22.4375,25.0938,25.2605,52.4624,20.777
1433829600,6,6.13E-17,2,5,9,21.625,25.5104,21.4688,22.4375,24.9791,25.2083,52.55951667,20.777
1433830500,6,-0.065403129,2,5,9,21.625,25.4687,21.4688,22.4375,25.0521,25.1041,52.67008333,20.777
1433831400,6,-0.130526192,2,5,9,21.625,25.5,21.4688,22.4375,24.9479,25.1042,52.75463333,20.777
1433832300,6,-0.195090322,2,5,9,21.625,25.4167,21.4688,22.4375,24.9792,25.0625,52.75103333,20.777
1433833200,7,-0.258819045,2,5,9,21.625,25.3333,21.4688,22.4375,24.8542,25,52.80881667,20.777
1433834100,7,-0.321439465,2,5,9,21.625,25.375,21.4688,22.4375,24.8958,24.9896,52.97335,20.777
1433835000,7,-0.382683432,2,5,9,21.625,25.3021,21.4688,22.4375,24.8229,24.8542,53.16556667,20.777
1433835900,7,-0.44228869,2,5,9,21.625,25.2084,21.4688,22.4375,24.7708,24.9167,53.1754,20.777
1433836800,8,-0.5,2,5,9,21.625,25.25,21.4688,22.4375,24.7917,24.8645,53.21853333,20.777
1433837700,8,-0.555570233,2,5,9,21.625,25.2396,21.4688,22.4375,24.7292,24.8125,53.37846667,20.777
1433838600,8,-0.608761429,2,5,9,21.625,25.2083,21.4688,22.4375,24.7083,24.7604,53.49913333,20.777
1433839500,8,-0.659345815,2,5,9,21.625,25.125,21.4688,22.4375,24.6771,24.8021,53.62373333,20.777
1433840400,9,-0.707106781,2,5,9,21.625,25.0729,21.4688,22.4375,24.6042,24.7708,53.7341,20.777
1433841300,9,-0.751839807,2,5,9,21.625,25.1042,21.4688,22.4375,24.6042,24.7084,53.72191667,20.777
1433842200,9,-0.79335334,2,5,9,21.625,25.0521,21.4688,22.4375,24.6146,24.6354,53.62745,20.777
1433843100,9,-0.831469612,2,5,9,21.625,25.0729,21.4688,22.4375,24.6041,24.7396,52.78708333,20.777
1433844000,10,-0.866025404,2,5,9,21.625,25.1979,21.4688,22.4375,24.75,24.8334,51.7169,23.388
1433844900,10,-0.896872742,2,5,9,21.625,25.1771,21.4688,22.4375,24.8229,24.8646,51.10013333,24.111
1433845800,10,-0.923879533,2,5,9,21.625,25.1771,21.4688,22.4375,24.8229,24.8854,50.64571667,24.888
1433846700,10,-0.946930129,2,5,9,21.625,25.2187,21.4688,22.4375,24.8438,24.9063,50.23605,25
1433847600,11,-0.965925826,2,5,9,21.625,25.2812,21.4688,22.4375,24.8854,24.9583,49.8905,25.222
1433848500,11,-0.98078528,2,5,9,21.625,25.2813,21.4688,22.4375,24.9375,24.9687,49.3857,25.611
1433849400,11,-0.991444861,2,5,9,21.625,25.25,21.4688,22.4375,24.9792,25,49.06288333,25.777
1433850300,11,-0.997858923,2,5,9,21.625,25.25,21.4688,22.4375,24.9896,25.0312,48.86775,25.777
1433851200,12,-1,2,5,9,21.625,25.2708,21.4688,22.4375,24.9479,25.0625,48.58646667,26.222
1433852100,12,-0.997858923,2,5,9,21.625,25.2917,21.4688,22.4375,25.0208,25.0312,48.48055,26.777
1433853000,12,-0.991444861,2,5,9,21.625,25.375,21.4688,22.4375,25.0625,25.0833,47.99041667,27.5
1433853900,12,-0.98078528,2,5,9,21.625,25.4271,21.4688,22.4375,25.1041,25.1458,48.11775,28
1433854800,13,-0.965925826,2,5,9,21.625,25.4896,21.4688,22.4375,24.9479,25.1875,49.27221667,27.888
1433855700,13,-0.946930129,2,5,9,21.625,25.4583,21.4688,22.4375,25.0938,25.2292,49.13065,28.111
1433856600,13,-0.923879533,2,5,9,21.625,25.25,21.4688,22.4375,24.9167,24.8542,51.9077,28.722
1433857500,13,-0.896872742,2,5,9,21.625,25.0312,21.4688,22.4375,24.9479,24.7812,53.40343333,28.777
1433858400,14,-0.866025404,2,5,9,21.625,25.0938,21.4688,22.4375,25.0208,24.8229,53.39738333,29
1433859300,14,-0.831469612,2,5,9,21.625,25.3646,21.4688,22.4375,25.2813,25.1771,53.11608333,29.777
1433860200,14,-0.79335334,2,5,9,21.625,25.4896,21.4688,22.4375,25.4271,25.3229,52.74995,30.111
1433861100,14,-0.751839807,2,5,9,21.625,25.6875,21.4688,22.4375,25.5729,25.4271,52.70303333,29.888
1433862000,15,-0.707106781,2,5,9,21.625,25.7812,21.4688,22.4375,25.7604,25.6041,52.31798333,30.111
1433862900,15,-0.659345815,2,5,9,21.625,26.0104,21.4688,22.4375,25.9583,25.8333,51.83483333,30.277
1433863800,15,-0.608761429,2,5,9,21.625,26.1667,21.4688,22.4375,26.1562,26,51.4738,30.222
1433864700,15,-0.555570233,2,5,9,21.625,26.3437,21.4688,22.4375,26.2917,26.1354,51.04775,30.222
1433865600,16,-0.5,2,5,9,21.625,26.5417,21.4688,22.4375,26.4479,26.3542,50.62813333,30.222
1433866500,16,-0.44228869,2,5,9,21.625,26.7187,21.4688,22.4375,26.6771,26.6145,49.94513333,30.111
1433867400,16,-0.382683432,2,5,9,21.625,26.9062,21.4688,22.4375,26.75,26.7604,49.40296667,30.277
1433868300,16,-0.321439465,2,5,9,21.625,26.9583,21.4688,22.4375,26.8438,26.8021,48.88238333,30.5
1433869200,17,-0.258819045,2,5,9,21.625,27.1562,21.4688,22.4375,26.9896,26.9792,48.38668333,30.277
1433870100,17,-0.195090322,2,5,9,21.625,27.1979,21.4688,22.4375,27.0417,27.0625,47.8181,30.111
1433871000,17,-0.130526192,2,5,9,21.625,27.4583,21.4688,22.4375,27.2812,27.2917,47.04055,30.111
1433871900,17,-0.065403129,2,5,9,21.625,27.5834,21.4688,22.4375,27.4688,27.3958,46.65525,30
1433872800,18,-1.84E-16,2,5,9,21.625,27.7083,21.4688,22.4375,27.7188,27.4584,46.31965,29.777
1433873700,18,0.065403129,2,5,9,21.625,27.75,21.4688,22.4375,27.7604,27.6771,44.80621667,29.611
1433874600,18,0.130526192,2,5,9,21.625,27.9896,21.4688,22.4375,27.7917,27.8125,43.64256667,29.611
1433875500,18,0.195090322,2,5,9,21.625,27.9479,21.4688,22.4375,27.7708,27.8021,43.11611667,28.5
1433876400,19,0.258819045,2,5,9,21.625,28.0729,21.4688,22.4375,28.0104,27.9687,42.33318333,28.277
1433877300,19,0.321439465,2,5,9,21.625,28.1562,21.4688,22.4375,28.0833,28.0521,41.812,28.277
1433878200,19,0.382683432,2,5,9,21.625,28.2083,21.4688,22.4375,28.1146,28.0521,41.61301667,28.222
1433879100,19,0.44228869,2,5,9,21.625,28.3542,21.4688,22.4375,28.1667,28.2083,41.53515,28.111
1433880000,20,0.5,2,5,9,21.625,28.4792,21.4688,22.4375,28.2292,28.3021,41.34098333,27.888
1433880900,20,0.555570233,2,5,9,21.625,28.5209,21.4688,22.4375,28.3229,28.3854,41.24915,27.611
1433881800,20,0.608761429,2,5,9,21.625,28.6771,21.4688,22.4375,28.3854,28.4271,41.22748333,27.111
1433882700,20,0.659345815,2,5,9,21.625,28.8646,21.4688,22.4375,28.625,28.625,40.87678333,26.611
1433883600,21,0.707106781,2,5,9,21.625,28.8438,21.4688,22.4375,28.7083,28.6458,40.53473333,26.222
1433884500,21,0.751839807,2,5,9,21.625,28.9687,21.4688,22.4375,28.6563,28.8125,40.08745,26
1433885400,21,0.79335334,2,5,9,21.625,29.0104,21.4688,22.4375,28.6354,28.75,39.7734,26
1433886300,21,0.831469612,2,5,9,21.625,29.0833,21.4688,22.4375,28.7187,28.8437,39.5001,25.388
1433887200,22,0.866025404,2,5,9,21.625,29.0625,21.4688,22.4375,28.6875,28.8542,39.54456667,25
1433888100,22,0.896872742,2,5,9,21.625,28.9583,21.4688,22.4375,28.6042,28.7396,39.86558333,25
1433889000,22,0.923879533,2,5,9,21.625,28.8021,21.4688,22.4375,28.4062,28.4375,40.19375,24.777
1433889900,22,0.946930129,2,5,9,21.625,28.5938,21.4688,22.4375,28.2917,28.375,40.28976667,24.611
1433890800,23,0.965925826,2,5,9,21.625,28.4375,21.4688,22.4375,28.1666,28.25,40.4211,24.5
1433891700,23,0.98078528,2,5,9,21.625,28.3854,21.4688,22.4375,28.1146,28.0833,40.5568,24.277
1433892600,23,0.991444861,2,5,9,21.625,28.3333,21.4688,22.4375,27.9375,27.9896,40.62665,24.222
1433893500,23,0.997858923,2,5,9,21.625,28.2604,21.4688,22.4375,27.875,27.8958,40.81598333,24
1433894400,0,1,2,5,9,21.625,28.125,21.4688,22.4375,27.7813,27.8229,40.59481667,24
1433895300,0,0.997858923,2,5,9,21.625,28,21.4688,22.4375,27.5729,27.6979,40.45345,24
1433896200,0,0.991444861,2,5,9,21.625,27.8125,21.4688,22.4375,27.4479,27.5208,40.47298333,24
1433897100,0,0.98078528,2,5,9,21.625,27.7604,21.4688,22.4375,27.2708,27.3646,40.54503333,24
1433898000,1,0.965925826,2,5,9,21.625,27.5104,21.4688,22.4375,27.0625,27.1875,40.35315,24
1433898900,1,0.946930129,2,5,9,21.625,27.375,21.4688,22.4375,26.9375,27.0937,40.42421667,24
1433899800,1,0.923879533,2,5,9,21.625,27.2084,21.4688,22.4375,26.8542,26.8542,40.91013333,24
1433900700,1,0.896872742,2,5,9,21.625,27.1146,21.4688,22.4375,26.7292,26.7604,41.45305,24
1433901600,2,0.866025404,2,5,9,21.625,27.0104,21.4688,22.4375,26.5833,26.6354,41.91128333,24
1433902500,2,0.831469612,2,5,9,21.625,26.9063,21.4688,22.4375,26.4375,26.4896,42.07916667,24
1433903400,2,0.79335334,2,5,9,21.625,26.75,21.4688,22.4375,26.2083,26.2813,41.99265,24
1433904300,2,0.751839807,2,5,9,21.625,26.7396,21.4688,22.4375,25.7708,26.1771,42.60505,24
1433905200,3,0.707106781,2,5,9,21.625,26.4687,21.4688,22.4375,25.4688,25.8646,42.88116667,24
1433906100,3,0.659345815,2,5,9,21.625,26.3542,21.4688,22.4375,25.3959,25.7708,42.94835,24
1433907000,3,0.608761429,2,5,9,21.625,26.3229,21.4688,22.4375,25.0833,25.6354,43.09996667,24
1433907900,3,0.555570233,2,5,9,21.625,26.2083,21.4688,22.4375,24.9375,25.4375,43.31145,24
1433908800,4,0.5,3,5,10,21.625,26.1354,21.4688,22.4375,24.6667,25.3021,43.6645,24
1433909700,4,0.44228869,3,5,10,21.625,26.0104,21.4688,22.4375,24.5521,25.1145,44.0514,24
1433910600,4,0.382683432,3,5,10,21.625,25.9688,21.4688,22.4375,24.4167,25.0625,44.21168333,24
1433911500,4,0.321439465,3,5,10,21.625,25.8021,21.4688,22.4375,24.4583,25.0313,44.33278333,24
1433912400,5,0.258819045,3,5,10,21.625,25.5833,21.4688,22.4375,24.5313,25,44.61416667,24
1433913300,5,0.195090322,3,5,10,21.625,25.5104,21.4688,22.4375,24.25,24.8125,44.88106667,24
1433914200,5,0.130526192,3,5,10,21.625,25.4271,21.4688,22.4375,24.0729,24.7187,45.11706667,24
1433915100,5,0.065403129,3,5,10,21.625,25.3437,21.4688,22.4375,24.0104,24.6145,45.02481667,24
1433916000,6,6.13E-17,3,5,10,21.625,25.2813,21.4688,22.4375,23.8542,24.4688,45.18238333,24
1433916900,6,-0.065403129,3,5,10,21.625,25.1562,21.4688,22.4375,23.5625,24.2188,45.41536667,24
1433917800,6,-0.130526192,3,5,10,21.625,25.1354,21.4688,22.4375,23.6041,24.1875,45.43631667,24
1433918700,6,-0.195090322,3,5,10,21.625,25.0521,21.4688,22.4375,23.7187,24.2708,45.47523333,24
1433919600,7,-0.258819045,3,5,10,21.625,25,21.4688,22.4375,23.6875,24.2396,45.42216667,24
1433920500,7,-0.321439465,3,5,10,21.625,24.8958,21.4688,22.4375,23.2708,24.0937,45.86913333,24
1433921400,7,-0.382683432,3,5,10,21.625,24.7812,21.4688,22.4375,23.0521,23.9687,46.1956,24
1433922300,7,-0.44228869,3,5,10,21.625,24.7604,21.4688,22.4375,23.3125,23.9166,46.12691667,24
1433923200,8,-0.5,3,5,10,21.625,24.6771,21.4688,22.4375,23.1354,23.8125,46.38373333,24
1433924100,8,-0.555570233,3,5,10,21.625,24.6145,21.4688,22.4375,23.0521,23.8125,46.53753333,24
1433925000,8,-0.608761429,3,5,10,21.625,24.5625,21.4688,22.4375,22.8334,23.8125,46.73976667,24
1433925900,8,-0.659345815,3,5,10,21.625,24.4792,21.4688,22.4375,22.5,23.6458,47.02211667,24
1433926800,9,-0.707106781,3,5,10,21.625,24.3646,21.4688,22.4375,22.5729,23.6458,47.15596667,24
1433927700,9,-0.751839807,3,5,10,21.625,24.3229,21.4688,22.4375,22.4375,23.6041,47.22986667,24
1433928600,9,-0.79335334,3,5,10,21.625,24.3021,21.4688,22.4375,22.2917,23.5,47.40995,24
1433929500,9,-0.831469612,3,5,10,21.625,24.1562,21.4688,22.4375,22.7708,23.4792,46.8807,24
1433930400,10,-0.866025404,3,5,10,21.625,24.2813,21.4688,22.4375,22.875,23.5417,46.49101667,25.5
1433931300,10,-0.896872742,3,5,10,21.625,24.3854,21.4688,22.4375,23.2917,23.4375,46.19246667,25.611
1433932200,10,-0.923879533,3,5,10,21.625,24.1771,21.4688,22.4375,23.2604,23.5104,46.60028333,25.722
1433933100,10,-0.946930129,3,5,10,21.625,24.2604,21.4688,22.4375,23.1354,23.7812,46.1489,26
1433934000,11,-0.965925826,3,5,10,21.625,24.2709,21.4688,22.4375,23.2708,24.3229,45.93571667,27.222
1433934900,11,-0.98078528,3,5,10,21.625,24.3021,21.4688,22.4375,23.2813,24.3333,45.75483333,27.388
1433935800,11,-0.991444861,3,5,10,21.625,24.375,21.4688,22.4375,23.2917,23.8646,45.95675,27.388
1433936700,11,-0.997858923,3,5,10,21.625,24.4271,21.4688,22.4375,23.4375,23.8229,46.05093333,27.5
1433937600,12,-1,3,5,10,21.625,24.3125,21.4688,22.4375,23.5,23.875,46.37155,27.888
1433938500,12,-0.997858923,3,5,10,21.625,24.4688,21.4688,22.4375,23.6875,23.9375,46.08105,28.222
1433939400,12,-0.991444861,3,5,10,21.625,24.4687,21.4688,22.4375,23.8958,24.1354,45.72266667,28.777
1433940300,12,-0.98078528,3,5,10,21.625,24.6458,21.4688,22.4375,23.9375,24.1354,45.16976667,28.777
1433941200,13,-0.965925826,3,5,10,21.625,24.7708,21.4688,22.4375,24.2084,24.3229,44.58785,28.222
1433942100,13,-0.946930129,3,5,10,21.625,24.9375,21.4688,22.4375,24.4375,24.4271,44.22228333,28.111
1433943000,13,-0.923879533,3,5,10,21.625,25.0937,21.4688,22.4375,24.7604,24.75,43.62838333,28.388
1433943900,13,-0.896872742,3,5,10,21.625,25.2708,21.4688,22.4375,24.9375,24.9271,43.24046667,28.388
1433944800,14,-0.866025404,3,5,10,21.625,25.3958,21.4688,22.4375,25,25.0729,42.72711667,28.722
1433945700,14,-0.831469612,3,5,10,21.625,25.4896,21.4688,22.4375,25.2292,25.1563,41.97368333,28.5
1433946600,14,-0.79335334,3,5,10,21.625,25.625,21.4688,22.4375,25.3646,25.3542,41.22371667,28.722
1433947500,14,-0.751839807,3,5,10,21.625,25.7396,21.4688,22.4375,25.4167,25.4167,40.83691667,29
1433948400,15,-0.707106781,3,5,10,21.625,25.9896,21.4688,22.4375,25.7396,25.7083,40.94695,29
1433949300,15,-0.659345815,3,5,10,21.625,26.0417,21.4688,22.4375,25.9167,25.8437,40.85151667,29.222
1433950200,15,-0.608761429,3,5,10,21.625,26.2187,21.4688,22.4375,25.9896,25.8958,40.69401667,29.777
1433951100,15,-0.555570233,3,5,10,21.625,26.3229,21.4688,22.4375,26.1354,26.1562,40.64261667,29.888
1433952000,16,-0.5,3,5,10,21.625,26.5521,21.4688,22.4375,26.4271,26.3438,40.55485,29.722
1433952900,16,-0.44228869,3,5,10,21.625,26.7604,21.4688,22.4375,26.6459,26.6041,40.46631667,29.5
1433953800,16,-0.382683432,3,5,10,21.625,26.9375,21.4688,22.4375,26.8541,26.7813,40.67808333,29.5
1433954700,16,-0.321439465,3,5,10,21.625,27.0208,21.4688,22.4375,26.875,26.8333,40.66053333,29.5
1433955600,17,-0.258819045,3,5,10,21.625,27.0313,21.4688,22.4375,26.9063,26.8854,40.87121667,29.5
1433956500,17,-0.195090322,3,5,10,21.625,27.25,21.4688,22.4375,27.1146,27.0625,40.73561667,29.5
1433957400,17,-0.130526192,3,5,10,21.625,27.4062,21.4688,22.4375,27.3021,27.1771,40.84695,29.5
1433958300,17,-0.065403129,3,5,10,21.625,27.5521,21.4688,22.4375,27.3854,27.25,40.70381667,29.5
1433959200,18,-1.84E-16,3,5,10,21.625,27.6562,21.4688,22.4375,27.625,27.5625,40.86401667,29.5
1433960100,18,0.065403129,3,5,10,21.625,27.7396,21.4688,22.4375,27.6458,27.5729,40.93133333,29.5
1433961000,18,0.130526192,3,5,10,21.625,27.8229,21.4688,22.4375,27.7604,27.6146,40.86138333,29.5
1433961900,18,0.195090322,3,5,10,21.625,28.0729,21.4688,22.4375,27.9062,27.8021,40.69628333,29.5
1433962800,19,0.258819045,3,5,10,21.625,28.2291,21.4688,22.4375,28.125,28.0313,40.33845,29.5
1433963700,19,0.321439465,3,5,10,21.625,28.3854,21.4688,22.4375,28.1875,28.1875,40.35371667,29.5
1433964600,19,0.382683432,3,5,10,21.625,28.5521,21.4688,22.4375,28.3021,28.3958,40.1658,29.5
