Unix,Time,Cyclical_Time,DayW,Mo,DayM,Avg_S1,Avg_S2,Avg_S3,Avg_S4,Avg_S5,Avg_S6,RH_Avg,OT
1435065300,13,-0.946930129,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,33.277
1435066200,13,-0.923879533,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,33.777
1435067100,13,-0.896872742,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.222
1435068000,14,-0.866025404,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.222
1435068900,14,-0.831469612,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,33.888
1435069800,14,-0.79335334,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,33.777
1435070700,14,-0.751839807,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.111
1435071600,15,-0.707106781,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.222
1435072500,15,-0.659345815,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34
1435073400,15,-0.608761429,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34
1435074300,15,-0.555570233,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.111
1435075200,16,-0.5,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.222
1435076100,16,-0.44228869,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.277
1435077000,16,-0.382683432,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.277
1435077900,16,-0.321439465,2,5,23,27.125,27.8125,26.9375,28.0312,27.75,27.6875,64.5554,34.111
1435078800,17,-0.258819045,2,5,23,30.4062,31.0156,30.3906,31.3282,30.9062,30.8438,53.99553333,34
1435079700,17,-0.195090322,2,5,23,30.4271,30.9896,30.3125,31.2708,31.0104,30.875,53.34838333,33.777
1435080600,17,-0.130526192,2,5,23,30.5,31.0729,30.3646,31.4479,31.0833,31,52.89158333,33.5
1435081500,17,-0.065403129,2,5,23,30.5521,31.1667,30.4896,31.5,31.1875,31.0625,52.37166667,33.222
1435082400,18,-1.84E-16,2,5,23,30.6146,31.2708,30.5729,31.5417,31.2812,31.0938,52.08215,32.611
1435083300,18,0.065403129,2,5,23,30.7083,31.3854,30.6354,31.6562,31.3854,31.125,51.60565,26.277
1435084200,18,0.130526192,2,5,23,30.7813,31.4166,30.6771,31.625,31.5521,31.2187,51.24706667,20.777
1435085100,18,0.195090322,2,5,23,30.8333,31.4792,30.75,31.8124,31.4271,31.3021,50.77676667,21.111
1435086000,19,0.258819045,2,5,23,30.9375,31.5312,30.8958,31.8984,31.4896,31.375,50.39261667,21.611
1435086900,19,0.321439465,2,5,23,31.0417,31.6354,30.9688,31.9687,31.4688,31.4062,49.90206667,21.722
1435087800,19,0.382683432,2,5,23,31.1042,31.7292,31.0208,32.0208,31.5417,31.5417,49.50695,21.611
1435088700,19,0.44228869,2,5,23,31.1979,31.6771,31.0521,32.0625,31.5834,31.5104,49.34706667,21.777
1435089600,20,0.5,2,5,23,31.2708,31.7344,31.1667,32.2083,31.7188,31.6146,48.94375,22.111
1435090500,20,0.555570233,2,5,23,31.3646,31.7187,31.2812,32.325,31.8021,31.6563,48.55971667,22.277
1435091400,20,0.608761429,2,5,23,31.4167,31.9583,31.4479,32.3438,31.8959,31.8021,48.18058333,22.722
1435092300,20,0.659345815,2,5,23,31.5521,31.9688,31.5156,32.5469,31.961,31.8229,47.86831667,23.222
1435093200,21,0.707106781,2,5,23,31.5937,31.9792,31.5078,32.5521,31.8906,31.7917,47.52756667,23.277
1435094100,21,0.751839807,2,5,23,31.5521,31.9687,31.5,32.4922,31.9062,31.7084,47.52951667,23.388
1435095000,21,0.79335334,2,5,23,31.539,31.8984,31.5234,32.4375,31.8985,31.7344,47.49558333,23.5
1435095900,21,0.831469612,2,5,23,31.3958,31.7812,31.4479,32.3229,31.8438,31.6771,47.5053,23.5
1435096800,22,0.866025404,2,5,23,31.3437,31.8855,31.3021,32.3046,31.6459,31.6771,47.5938,23.5
1435097700,22,0.896872742,2,5,23,31.2083,31.6875,31.0104,32.0625,31.2604,31.5208,48.5557,23.5
1435098600,22,0.923879533,2,5,23,30.9791,31.4167,30.9479,31.8438,31.1041,31.1979,48.77065,23.722
1435099500,22,0.946930129,2,5,23,30.8438,31.3646,30.8437,31.7266,30.8542,31.0729,49.05618333,23.722
1435100400,23,0.965925826,2,5,23,30.7292,31.1979,30.375,31.625,30.6771,30.8958,50.68438333,23.722
1435101300,23,0.98078528,2,5,23,30.5208,31.0375,30.3047,31.4844,30.3542,30.6771,50.27371667,23.722
1435102200,23,0.991444861,2,5,23,30.3282,30.8229,29.9792,31.375,29.8125,30.5,50.57678333,23.777
1435103100,23,0.997858923,2,5,23,30.1667,30.7813,29.8958,31.2708,29.9687,30.3542,50.29913333,23.777
1435104000,0,1,2,5,23,29.9896,30.6771,29.6042,31.25,29.5833,30.1667,49.98836667,23.777
1435104900,0,0.997858923,2,5,23,29.8125,30.4167,29.4166,30.9479,29.3229,29.9271,50.35486667,23.777
1435105800,0,0.991444861,2,5,23,29.6354,30.4167,29.25,30.8542,29.1459,29.7187,50.80503333,23.777
1435106700,0,0.98078528,2,5,23,28.3438,29.3646,28.2813,29.7084,27.3646,27.9271,55.21943333,23.777
1435107600,1,0.965925826,2,5,23,27.8125,28.8229,27.9375,29.2813,26.875,27.4062,57.43121667,23.777
1435108500,1,0.946930129,2,5,23,27.75,28.7083,27.7813,29.1563,26.7813,27.3125,58.46091667,23.777
1435109400,1,0.923879533,2,5,23,27.6146,28.6146,27.6666,29.0208,26.5625,27.2188,59.85693333,23.777
1435110300,1,0.896872742,2,5,23,27.4896,28.4792,27.4166,28.8854,26.625,27.1875,61.19691667,23.777
1435111200,2,0.866025404,2,5,23,27.4167,28.3229,27.3854,28.8229,26.3958,26.9271,62.5447,23.777
1435112100,2,0.831469612,2,5,23,27.2917,28.2292,27.2604,28.7187,26.3334,26.8542,63.42023333,23.777
1435113000,2,0.79335334,2,5,23,27.1354,28.2083,27.1563,28.6458,26.3021,26.8437,63.85925,23.777
1435113900,2,0.751839807,2,5,23,27,28.0208,26.9166,28.5104,26.0937,26.6979,64.10671667,23.777
1435114800,3,0.707106781,2,5,23,26.9271,27.9687,26.7812,28.4375,25.9167,26.7604,64.33808333,23.777
1435115700,3,0.659345815,2,5,23,26.9166,27.9062,26.7813,28.4479,25.9583,26.6875,64.26375,23.777
1435116600,3,0.608761429,2,5,23,26.8334,27.8229,26.6979,28.3229,25.9896,26.625,64.27285,23.777
1435117500,3,0.555570233,2,5,23,26.7396,27.75,26.5,28.2396,25.9688,26.6979,64.7582,23.777
1435118400,4,0.5,3,5,24,26.5833,27.625,26.4375,28.0729,25.875,26.625,64.84681667,23.777
1435119300,4,0.44228869,3,5,24,26.5,27.4688,26.2291,28.0313,25.7396,26.4167,65.13966667,23.777
1435120200,4,0.382683432,3,5,24,26.5208,27.2917,26.1354,27.8958,25.7188,26.375,64.84428333,23.777
1435121100,4,0.321439465,3,5,24,26.4583,27.2604,26.1042,27.8334,25.5625,26.3542,64.71038333,23.777
1435122000,5,0.258819045,3,5,24,26.3854,27.1458,26.1458,27.7604,25.5,26.3125,64.35785,23.777
1435122900,5,0.195090322,3,5,24,26.1771,27.1667,26.1042,27.6979,25.2605,26.1979,64.4255,23.777
1435123800,5,0.130526192,3,5,24,26.1042,27.0313,25.9583,27.5833,25.1667,26.0417,64.77463333,23.777
1435124700,5,0.065403129,3,5,24,26.0521,26.875,25.8646,27.4792,25.2083,26,64.74331667,23.777
1435125600,6,6.13E-17,3,5,24,25.8854,26.7917,25.7813,27.4167,24.9297,25.8594,64.62798333,23.777
1435126500,6,-0.065403129,3,5,24,25.7708,26.7396,25.5938,27.3229,24.7187,25.7083,64.53485,23.777
1435127400,6,-0.130526192,3,5,24,25.7812,26.6563,25.4688,27.1797,24.4167,25.4792,64.53661667,23.777
1435128300,6,-0.195090322,3,5,24,25.5625,26.5104,25.3229,27.125,24.3334,25.2291,62.5368,23.777
1435129200,7,-0.258819045,3,5,24,25.5,26.4271,25.2812,26.9896,24.3542,25.2813,59.99355,23.777
1435130100,7,-0.321439465,3,5,24,25.4271,26.3959,25.1667,26.9167,24.2709,25.0834,58.21375,23.777
1435131000,7,-0.382683432,3,5,24,25.3125,26.3021,25.0833,26.75,23.9792,24.8854,56.9813,23.777
1435131900,7,-0.44228869,3,5,24,25.2396,26.1979,25.0104,26.6979,23.8855,24.9896,55.97038333,23.777
1435132800,8,-0.5,3,5,24,25.0521,26.1771,24.8229,26.6771,23.8438,24.9271,55.04283333,23.777
1435133700,8,-0.555570233,3,5,24,25.1146,26.125,24.7292,26.6042,23.7083,24.8958,54.41865,23.777
1435134600,8,-0.608761429,3,5,24,25,26.0312,24.5937,26.5417,23.875,25.0417,53.83411667,23.777
1435135500,8,-0.659345815,3,5,24,24.8646,26,24.4375,26.4167,24.0417,24.9583,54.01611667,23.777
1435136400,9,-0.707106781,3,5,24,24.7917,25.8646,24.2813,26.3333,23.8437,24.8958,53.9638,23.777
1435137300,9,-0.751839807,3,5,24,24.6667,25.8854,24.1875,26.2604,23.5625,24.75,54.117,23.777
1435138200,9,-0.79335334,3,5,24,24.6042,25.6667,24.0417,26.1979,23.1979,24.6797,53.77925,23.777
1435139100,9,-0.831469612,3,5,24,23.9375,25.5104,23.5417,25.8542,23.125,24.2292,54.65553333,23.777
1435140000,10,-0.866025404,3,5,24,23.5834,25.5625,23.4167,25.6667,23.3021,23.875,54.54966667,24.888
1435140900,10,-0.896872742,3,5,24,23.4687,25.8437,23.3229,25.5209,23.6875,23.5104,54.16043333,25
1435141800,10,-0.923879533,3,5,24,23.3854,25.2188,23.2709,25.2604,23.0417,23.2708,54.10213333,25
1435142700,10,-0.946930129,3,5,24,23.5834,25.0208,23.4167,25.3854,23.3125,24.0937,52.79143333,25.277
1435143600,11,-0.965925826,3,5,24,24.7187,25.7292,24.4375,26.1667,24.7813,26.7396,49.07098333,25.5
1435144500,11,-0.98078528,3,5,24,25.3854,26.0521,25.0312,26.3854,25.5208,27.2604,47.62658333,25.611
1435145400,11,-0.991444861,3,5,24,25.5313,26.1145,25.2708,26.5,25.7396,26.4062,47.33096667,25.611
1435146300,11,-0.997858923,3,5,24,25.7292,26.1875,25.3542,26.5625,25.8542,26.0834,46.95893333,26.111
1435147200,12,-1,3,5,24,25.75,26.25,25.4687,26.6771,25.8203,26.0234,46.58995,26.611
1435148100,12,-0.997858923,3,5,24,25.4844,26.1563,25.3282,26.5417,25.3021,25.7813,47.0084,27.111
1435149000,12,-0.991444861,3,5,24,25.4479,26.1354,25.2813,26.4896,25.0521,25.6666,47.22446667,27.277
1435149900,12,-0.98078528,3,5,24,25.5313,26.2084,25.375,26.5729,25.2917,25.7604,47.08598333,27.277
1435150800,13,-0.965925826,3,5,24,25.6354,26.2396,25.5,26.5416,25.3229,25.8646,46.72578333,27.5
1435151700,13,-0.946930129,3,5,24,25.75,26.2292,25.7083,26.6875,25.3542,25.8854,46.42743333,27.722
1435152600,13,-0.923879533,3,5,24,25.75,26.3229,25.6979,26.6667,25.5521,26.0729,46.38356667,28
1435153500,13,-0.896872742,3,5,24,25.8229,26.3542,25.7083,26.6979,25.5625,26.1042,45.96128333,28.388
1435154400,14,-0.866025404,3,5,24,25.8646,26.4792,25.8333,26.8437,25.8958,26.1563,45.89073333,28.777
1435155300,14,-0.831469612,3,5,24,25.9062,26.4271,25.8021,26.8281,26.0833,26.1354,46.15461667,28.611
1435156200,14,-0.79335334,3,5,24,26.1063,26.5938,25.9922,26.9922,26.0938,26.3438,45.90276667,28.777
1435157100,14,-0.751839807,3,5,24,26.125,26.75,26.0417,27.1719,26.2708,26.4584,45.65633333,29.222
1435158000,15,-0.707106781,3,5,24,26.25,26.7812,26.1458,27.2083,26.3854,26.5312,45.37806667,29.388
1435158900,15,-0.659345815,3,5,24,26.375,26.8229,26.1979,27.1979,26.3646,26.4792,45.60786667,29.722
1435159800,15,-0.608761429,3,5,24,26.375,26.6875,26.3229,27.2917,26.4687,26.4687,45.50293333,29.722
1435160700,15,-0.555570233,3,5,24,26.6042,26.8438,26.5,27.3854,26.6458,26.5521,45.19111667,29.722
1435161600,16,-0.5,3,5,24,26.6667,26.9063,27.0521,27.5104,26.7084,26.5625,45.44306667,29.777
1435162500,16,-0.44228869,3,5,24,26.7187,27.0625,26.7292,27.5937,26.9167,26.7812,45.17581667,30
1435163400,16,-0.382683432,3,5,24,26.9271,27.4271,26.8959,27.8958,27.2291,27.125,44.00746667,30
1435164300,16,-0.321439465,3,5,24,27.1563,27.6667,27.0938,28.0417,27.3854,27.4166,43.02755,30.222
1435165200,17,-0.258819045,3,5,24,27.289,27.7084,27.2917,28.1641,27.5547,27.5703,42.41561667,30.222
1435166100,17,-0.195090322,3,5,24,27.4062,27.8542,27.4479,28.2422,27.7292,27.6562,42.0251,29.888
1435167000,17,-0.130526192,3,5,24,27.4479,28.0208,27.3958,28.3646,27.7812,27.6875,41.89203333,30
1435167900,17,-0.065403129,3,5,24,27.6406,28.0729,27.4584,28.4688,27.8437,27.875,41.56671667,29.611
1435168800,18,-1.84E-16,3,5,24,27.6562,28.1979,27.5521,28.6042,27.9688,27.9375,41.24095,29.611
1435169700,18,0.065403129,3,5,24,27.75,28.2291,27.6667,28.7292,28.0729,28.0417,41.17775,29.111
1435170600,18,0.130526192,3,5,24,27.8542,28.2916,27.7084,28.7292,28.1458,28.1875,40.94948333,29
1435171500,18,0.195090322,3,5,24,27.9688,28.5625,27.7708,28.9062,28.3438,28.2708,40.53856667,28.888
1435172400,19,0.258819045,3,5,24,28.1458,28.625,27.9687,29.0416,28.6042,28.4063,40.09253333,29
1435173300,19,0.321439465,3,5,24,28.2709,28.7604,28.3021,29.1354,28.8125,28.5,39.68191667,28.777
1435174200,19,0.382683432,3,5,24,28.4271,28.8541,28.3958,29.2917,28.7708,28.5729,39.1503,28.5
1435175100,19,0.44228869,3,5,24,28.5521,28.875,28.5729,29.5729,28.9166,28.7187,37.55386667,28.111
1435176000,20,0.5,3,5,24,28.8021,29.0209,28.75,29.8333,28.9583,28.8021,37.43105,27.777
1435176900,20,0.555570233,3,5,24,28.9479,29.125,28.9296,29.9583,29.1146,28.8958,37.2225,27.5
1435177800,20,0.608761429,3,5,24,28.9896,29.2708,29.0729,29.961,29.2083,29.0416,36.7434,27.111
1435178700,20,0.659345815,3,5,24,29.1355,29.3958,29.0833,30.1406,29.5,29.1667,36.1559,26.611
1435179600,21,0.707106781,3,5,24,29.2708,29.4271,29.1718,30.3282,29.3906,29.2187,35.89566667,26.277
1435180500,21,0.751839807,3,5,24,29.3958,29.6979,29.2917,30.4375,29.3958,29.375,35.19826667,26
1435181400,21,0.79335334,3,5,24,29.4687,29.7291,29.3542,30.5,29.3958,29.3854,34.88528333,25.888
1435182300,21,0.831469612,3,5,24,29.4062,29.6354,29.2396,30.2708,29.3541,29.4583,34.7609,25.722
1435183200,22,0.866025404,3,5,24,29.211,29.6458,29.1042,30.0938,29.1667,29.3125,34.29433333,25.388
1435184100,22,0.896872742,3,5,24,29.0833,29.5729,28.9792,30.0208,29.1354,29.2604,34.77491667,25.111
1435185000,22,0.923879533,3,5,24,29.0312,29.4688,28.9792,29.9583,29.1146,29.2812,34.12308333,25.111
1435185900,22,0.946930129,3,5,24,29.0208,29.5104,28.6771,29.9895,29.0521,29.2187,34.03128333,25
1435186800,23,0.965925826,3,5,24,29.0208,29.5,28.5521,30.0313,29.25,29.2292,33.70386667,25
1435187700,23,0.98078528,3,5,24,28.8438,29.4687,28.6041,29.8854,29.1042,29.2083,32.50485,25
1435188600,23,0.991444861,3,5,24,28.6979,29.3958,28.4896,29.6771,28.9792,29.1667,32.81943333,24.888
1435189500,23,0.997858923,3,5,24,28.5417,29.125,28.3646,29.5208,28.75,28.9688,33.48198333,24.777
1435190400,0,1,3,5,24,28.3958,29.0208,28.3021,29.3854,28.6146,28.8125,33.857,24.777
1435191300,0,0.997858923,3,5,24,28.2187,28.8542,28.1667,29.25,28.2708,28.5313,34.34993333,24.777
1435192200,0,0.991444861,3,5,24,28.0521,28.7396,28.0417,29.1328,28.1953,28.4271,34.59261667,24.777
1435193100,0,0.98078528,3,5,24,27.875,28.5937,27.8438,28.9271,28.0208,28.2084,35.37028333,24.777
1435194000,1,0.965925826,3,5,24,27.7813,28.4063,27.7292,28.875,27.8125,28.0417,35.9008,24.777
1435194900,1,0.946930129,3,5,24,27.7291,28.3437,27.6563,28.8229,27.8854,28.0521,36.41701667,24.777
1435195800,1,0.923879533,3,5,24,27.6459,28.2187,27.5625,28.7396,27.7812,27.9584,36.93385,24.777
1435196700,1,0.896872742,3,5,24,27.6042,28.0729,27.4687,28.6146,27.6875,27.7709,37.41745,24.777
1435197600,2,0.866025404,3,5,24,27.375,27.9479,27.3021,28.5833,27.5729,27.6875,37.77593333,24.777
1435198500,2,0.831469612,3,5,24,27.3541,27.8959,27.2344,28.4062,27.3958,27.5729,38.48756667,24.777
1435199400,2,0.79335334,3,5,24,27.2187,27.8334,27.1875,28.3437,27.3125,27.4167,38.96513333,24.777
1435200300,2,0.751839807,3,5,24,27.0521,27.7292,27.0104,28.3438,26.9687,27.2292,39.80988333,24.777
1435201200,3,0.707106781,3,5,24,26.7813,27.5208,26.6771,28.0104,26.75,26.9687,40.54598333,24.777
1435202100,3,0.659345815,3,5,24,26.5417,27.4271,26.5833,27.9063,26.5312,26.7917,40.91226667,24.777
1435203000,3,0.608761429,3,5,24,26.5312,27.3854,26.5104,27.9688,26.3854,26.6667,41.26603333,24.777
1435203900,3,0.555570233,3,5,24,26.4479,27.25,26.3854,27.7968,26.2396,26.5521,41.49495,24.777
1435204800,4,0.5,4,5,25,26.2916,27.0521,26.2917,27.6667,26.125,26.4792,42.02921667,24.777
1435205700,4,0.44228869,4,5,25,26.1146,26.9479,26.0521,27.5729,25.9688,26.2292,42.41096667,24.777
1435206600,4,0.382683432,4,5,25,25.9687,26.7708,25.9479,27.4167,25.75,26.0208,42.94795,24.777
1435207500,4,0.321439465,4,5,25,25.8959,26.8542,25.8646,27.3542,25.5625,25.9896,43.15378333,24.777
1435208400,5,0.258819045,4,5,25,25.875,26.8541,25.8125,27.3229,25.3333,26.0729,43.44756667,24.777
1435209300,5,0.195090322,4,5,25,25.8645,26.8125,25.8125,27.3125,25.2813,25.9792,43.62061667,24.777
1435210200,5,0.130526192,4,5,25,25.8229,26.625,25.6771,27.3021,25.1875,26.0937,43.55913333,24.777
1435211100,5,0.065403129,4,5,25,25.7187,26.6458,25.7083,27.211,25.0104,25.9687,43.91688333,24.777
1435212000,6,6.13E-17,4,5,25,25.6406,26.6042,25.5729,27.2083,24.7917,25.8906,44.00311667,24.777
1435212900,6,-0.065403129,4,5,25,25.6458,26.5,25.4583,27.0938,24.6146,25.8437,44.15755,24.777
1435213800,6,-0.130526192,4,5,25,25.6042,26.4688,25.3438,26.9896,24.6354,25.8333,44.49878333,24.777
1435214700,6,-0.195090322,4,5,25,25.5208,26.3958,25.2917,26.9167,24.7396,25.7605,44.7422,24.777
1435215600,7,-0.258819045,4,5,25,25.5,26.3646,25.1875,26.75,24.8542,25.6979,44.97403333,24.777
1435216500,7,-0.321439465,4,5,25,25.4271,26.2812,25.125,26.7709,24.8125,25.6354,45.21788333,24.777
1435217400,7,-0.382683432,4,5,25,25.375,26.1042,25.0521,26.6875,24.6979,25.4896,45.56955,24.777
1435218300,7,-0.44228869,4,5,25,25.3958,26.1354,25,26.5833,24.4479,25.4167,45.89606667,24.777
1435219200,8,-0.5,4,5,25,25.2187,26.0625,24.9167,26.5833,24.4479,25.4271,45.91126667,24.777
1435220100,8,-0.555570233,4,5,25,24.9479,25.8959,24.7917,26.5,24.5104,25.2291,46.72886667,24.777
1435221000,8,-0.608761429,4,5,25,25.0729,25.7917,24.5833,26.4063,24.3229,25.0833,47.47423333,24.777
1435221900,8,-0.659345815,4,5,25,25.0105,25.7604,24.5313,26.2396,24.1875,24.9792,48.15645,24.777
1435222800,9,-0.707106781,4,5,25,24.8958,25.6146,24.375,26.1562,24.0521,24.8437,48.69755,24.777
1435223700,9,-0.751839807,4,5,25,24.8229,25.5,24.3438,26.1354,23.9141,24.875,49.06738333,24.777
1435224600,9,-0.79335334,4,5,25,24.625,25.5104,24.1771,25.9583,23.8854,24.75,49.3694,24.777
1435225500,9,-0.831469612,4,5,25,24.5937,25.4583,24.3021,25.9375,24.1042,24.6667,48.13958333,24.777
1435226400,10,-0.866025404,4,5,25,24.625,25.4688,24.25,25.9896,24.4166,24.6875,47.5998,24.777
1435227300,10,-0.896872742,4,5,25,24.6771,25.75,24.2188,25.875,24.9271,24.7396,47.23548333,24.777
1435228200,10,-0.923879533,4,5,25,24.6146,25.5,24.2292,25.875,24.6771,24.7292,47.33913333,24.777
1435229100,10,-0.946930129,4,5,25,24.6042,25.4896,24.0833,25.9271,24.6146,25.1042,47.72813333,24.777
1435230000,11,-0.965925826,4,5,25,24.625,25.5,24.0208,25.8854,24.5,25.9375,47.32385,24.777
1435230900,11,-0.98078528,4,5,25,24.6042,25.5208,24.2292,25.9271,24.6042,25.9583,47.22873333,24.777
1435231800,11,-0.991444861,4,5,25,24.7813,25.5729,24.4063,26.0208,24.7083,25.3333,47.08711667,24.777
1435232700,11,-0.997858923,4,5,25,24.8021,25.6771,24.4792,26.0521,24.7709,25.1667,46.84468333,24.777
1435233600,12,-1,4,5,25,24.9375,25.7396,24.6146,26.1354,24.9583,25.3047,46.12928333,24.777
1435234500,12,-0.997858923,4,5,25,25.2032,25.9062,24.9896,26.4297,25.3125,25.45,44.91201667,24.777
1435235400,12,-0.991444861,4,5,25,25.625,26.2812,25.3229,26.6354,25.8854,25.9479,42.51915,24.777
1435236300,12,-0.98078528,4,5,25,25.8646,26.4167,25.6146,26.7917,26.1563,26.2083,41.70936667,24.777
1435237200,13,-0.965925826,4,5,25,26.0313,26.6042,25.8229,26.9688,26.3646,26.3958,41.12898333,24.777
1435238100,13,-0.946930129,4,5,25,26.1979,26.7709,25.9583,27.1041,26.5313,26.5416,40.42588333,24.777
1435239000,13,-0.923879533,4,5,25,26.375,26.9167,26.125,27.25,26.6979,26.7396,39.6752,24.777
1435239900,13,-0.896872742,4,5,25,26.4688,27.0234,26.3021,27.4063,26.7292,26.8333,38.86868333,24.777
1435240800,14,-0.866025404,4,5,25,26.6146,27.1041,26.3854,27.5547,26.9479,26.9792,38.32086667,24.777
1435241700,14,-0.831469612,4,5,25,26.7292,27.2917,26.5104,27.625,27.0313,27.0417,37.7461,24.777
1435242600,14,-0.79335334,4,5,25,26.8359,27.3646,26.6146,27.8125,27.1146,27.15,37.42355,24.777
1435243500,14,-0.751839807,4,5,25,27.0312,27.4922,26.7084,27.875,27.3047,27.3906,36.89261667,24.777
1435244400,15,-0.707106781,4,5,25,27.1146,27.6458,26.8229,28.0234,27.3125,27.4896,36.50088333,24.777
1435245300,15,-0.659345815,4,5,25,27.125,27.7396,26.8542,28.0625,27.5208,27.5833,36.13398333,24.777
1435246200,15,-0.608761429,4,5,25,27.3438,27.8438,26.9271,28.1563,27.6667,27.7083,35.86485,24.777
1435247100,15,-0.555570233,4,5,25,27.3854,28.0104,27.0104,28.2708,27.7813,27.8229,35.61363333,24.777
1435248000,16,-0.5,4,5,25,27.5104,28.0521,27.1771,28.4792,27.9271,27.9792,35.23363333,24.777
1435248900,16,-0.44228869,4,5,25,27.5703,28.1458,27.2396,28.4896,27.9688,28,34.8408,24.777
1435249800,16,-0.382683432,4,5,25,27.6563,28.2292,27.25,28.6145,28.0416,28.0313,34.72641667,24.777
1435250700,16,-0.321439465,4,5,25,27.7708,28.3125,27.2812,28.6354,28.125,28.1771,34.57361667,24.777
1435251600,17,-0.258819045,4,5,25,27.8229,28.3541,27.414,28.7109,28.1979,28.2604,34.72913333,24.777
1435252500,17,-0.195090322,4,5,25,27.9688,28.4766,27.5469,28.9219,28.3906,28.3812,34.30751667,24.777
1435253400,17,-0.130526192,4,5,25,28.0417,28.6146,27.6146,28.9532,28.4062,28.5104,34.35261667,27
1435254300,17,-0.065403129,4,5,25,28.1146,28.7187,27.7292,28.9792,28.5,28.5,34.17591667,26.777
1435255200,18,-1.84E-16,4,5,25,28.1458,28.875,27.7812,29.0938,28.5417,28.5313,34.06575,26.388
1435256100,18,0.065403129,4,5,25,28.1354,28.8333,27.8542,29.1042,28.6042,28.6979,34.2285,26.277
1435257000,18,0.130526192,4,5,25,28.2708,28.9792,27.9766,29.2187,28.6458,28.7916,34.1008,25.888
1435257900,18,0.195090322,4,5,25,28.3542,29.0729,28.0938,29.25,28.8021,28.8646,33.98283333,25.388
1435258800,19,0.258819045,4,5,25,28.4062,29.1666,28.0938,29.3125,28.9167,28.9584,33.83635,24.722
1435259700,19,0.321439465,4,5,25,28.5104,29.2292,28.1354,29.4688,28.9583,29.0937,33.77346667,23.888
1435260600,19,0.382683432,4,5,25,28.4479,29.2708,28.2709,29.4167,28.9896,29.0312,33.7613,23.222
1435261500,19,0.44228869,4,5,25,28.5312,29.3229,28.2813,29.5208,28.9896,29.0729,33.6031,22.277
1435262400,20,0.5,4,5,25,28.5313,29.2187,28.25,29.4453,28.8828,28.9792,33.62473333,21.611
1435263300,20,0.555570233,4,5,25,28.3333,29.0313,28.0938,29.2813,28.7604,28.8229,34.40276667,21.5
1435264200,20,0.608761429,4,5,25,28.1979,28.8125,27.9271,29.1666,28.5729,28.5521,35.8869,21.277
1435265100,20,0.659345815,4,5,25,28.1667,28.6563,27.9792,29.1771,28.4688,28.3334,37.24245,21.222
1435266000,21,0.707106781,4,5,25,28.1771,28.6458,27.8229,29.2083,28.4375,28.375,38.32088333,21.388
1435266900,21,0.751839807,4,5,25,28.1041,28.5625,27.8437,29.0938,28.375,28.3437,39.09128333,21.722
1435267800,21,0.79335334,4,5,25,28.0521,28.5313,27.7917,29.0833,28.2292,28.2917,39.5412,21.888
1435268700,21,0.831469612,4,5,25,27.8229,28.2917,27.7605,28.875,28.0105,28.0521,38.09708333,21.722
1435269600,22,0.866025404,4,5,25,27.7708,28.2292,27.6875,28.7187,27.8854,27.9375,36.80008333,21.388
1435270500,22,0.896872742,4,5,25,27.6666,28.2292,27.5521,28.6562,27.8021,27.8438,35.7254,21.277
1435271400,22,0.923879533,4,5,25,27.4167,28.0625,27.3333,28.4896,27.5416,27.7916,36.38891667,21.611
1435272300,22,0.946930129,4,5,25,27.1771,27.8646,27.1146,28.2604,27.3021,27.5313,37.82518333,21.611
1435273200,23,0.965925826,4,5,25,27,27.6979,27.0312,28.1354,26.8646,27.3125,40.6955,21.277
1435274100,23,0.98078528,4,5,25,26.8229,27.6354,26.7188,28.0209,26.4792,27.1042,43.5233,21
1435275000,23,0.991444861,4,5,25,26.5729,27.4479,26.4271,27.8229,26.1146,26.8437,46.54101667,21.111
1435275900,23,0.997858923,4,5,25,26.2604,27.2708,26.0833,27.6458,25.7917,26.4583,48.66623333,21.277
1435276800,0,1,4,5,25,26.0417,27.1042,25.6458,27.375,25.2187,26.1979,49.99341667,21.277
1435277700,0,0.997858923,4,5,25,25.8958,26.9792,25.3906,27.2604,24.4922,26.0834,51.30486667,21.277
1435278600,0,0.991444861,4,5,25,25.6979,26.7292,25.2083,27.1146,24.5833,25.875,51.82818333,21.277
1435279500,0,0.98078528,4,5,25,25.6042,26.6563,25.0521,26.9792,24.4687,25.7396,52.9853,21.277
